代码,名称,最新价,涨跌额,涨跌幅,成交量,成交额,持仓量,行权价,剩余日,日增,昨结,今开,市场标识,时间价值,内在价值,隐含波动率,理论价格,标的名称,标的最新价,标的近一年波动率,到期日,杠杆比率,实际杠杆比率,Delta,Gamma,Vega,Rho,Theta
10010022,科创板50沽10月1050,,,,,,,1.05,47.0,,,,10,0.0,0.0,0.0,,科创板50ETF,1.296,42.85,2025-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010021,科创板50购10月1050,,,,,,,1.05,47.0,,,,10,0.0,0.246,0.0,,科创板50ETF,1.296,42.85,2025-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010020,科创50沽10月1100,,,,,,,1.1,47.0,,,,10,0.0,0.0,0.0,,科创50ETF,1.326,43.37,2025-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010019,科创50购10月1100,,,,,,,1.1,47.0,,,,10,0.0,0.226,0.0,,科创50ETF,1.326,43.37,2025-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010018,500ETF沽10月5750,,,,,,,5.75,47.0,,,,10,0.0,0.0,0.0,,中证500ETF,7.011,26.62,2025-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010017,500ETF购10月5750,,,,,,,5.75,47.0,,,,10,0.0,1.261,0.0,,中证500ETF,7.011,26.62,2025-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010016,50ETF沽10月2800,,,,,,,2.8,47.0,,,,10,0.0,0.0,0.0,,上证50ETF,3.072,20.61,2025-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010015,50ETF购10月2800,,,,,,,2.8,47.0,,,,10,0.0,0.272,0.0,,上证50ETF,3.072,20.61,2025-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010014,500ETF沽3月8250,,,,,,,8.25,201.0,,,,10,0.0,1.239,0.0,,中证500ETF,7.011,26.62,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010013,500ETF购3月8250,,,,,,,8.25,201.0,,,,10,0.0,0.0,0.0,,中证500ETF,7.011,26.62,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010012,500ETF沽12月8250,,,,,,,8.25,110.0,,,,10,0.0,1.239,0.0,,中证500ETF,7.011,26.62,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010011,500ETF购12月8250,,,,,,,8.25,110.0,,,,10,0.0,0.0,0.0,,中证500ETF,7.011,26.62,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010010,500ETF沽10月8250,,,,,,,8.25,47.0,,,,10,0.0,1.239,0.0,,中证500ETF,7.011,26.62,2025-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010009,500ETF购10月8250,,,,,,,8.25,47.0,,,,10,0.0,0.0,0.0,,中证500ETF,7.011,26.62,2025-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010008,500ETF沽9月8250,,,,,,,8.25,19.0,,,,10,0.0,1.239,0.0,,中证500ETF,7.011,26.62,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010007,500ETF购9月8250,,,,,,,8.25,19.0,,,,10,0.0,0.0,0.0,,中证500ETF,7.011,26.62,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
